Gene,Product,Category,Tier
SNE23_29340,Site-specific integrase,Salt tolerance,Contextual
SNE23_27660,DUF7910 domain-containing protein,Salt tolerance,Contextual
SNE23_29170,Thioesterase domain-containing protein,Salt tolerance,Contextual
SNE23_28850,Flp pilus assembly protein TadB,Salt tolerance,Contextual
SNE23_12360,Enoyl-CoA hydratase (EC 4.2.1.17),Salt tolerance,Contextual
SNE23_29570,Uncharacterized protein,Salt tolerance,Contextual
SNE23_11450,Uncharacterized protein,Salt tolerance,Contextual
SNE23_30145,Site-specific integrase,Salt tolerance,Contextual
SNE23_28420,YjcZ family sporulation protein,Salt tolerance,Contextual
SNE23_28900,DUF1510 family protein,Salt tolerance,Contextual
SNE23_29435,Serine hydrolase domain-containing protein (EC 3.1.1.103),Salt tolerance,Core
SNE23_28940,Uncharacterized protein,Salt tolerance,Contextual
SNE23_27750,Cyclic peptide export ABC transporter,Salt tolerance,Core
SNE23_29260,SDR family oxidoreductase,Salt tolerance,Contextual
SNE23_12450,Group-specific protein,Salt tolerance,Contextual
SNE23_29660,IS4 family transposase,Salt tolerance,Contextual
SNE23_30220,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28505,HlyD family efflux transporter periplasmic adaptor subunit,Salt tolerance,Core
SNE23_29015,DUF418 domain-containing protein,Salt tolerance,Contextual
SNE23_29550,FAD-binding oxidoreductase,Salt tolerance,Contextual
SNE23_29050,NPP1 family protein,Salt tolerance,Contextual
SNE23_12540,NUDIX domain-containing protein,Salt tolerance,Contextual
SNE23_27835,Uncharacterized protein,Salt tolerance,Contextual
SNE23_29360,Phospholipase C (EC 3.1.4.3) (Phosphatidylcholine cholinephosphohydrolase),Salt tolerance,Core
SNE23_29815,DksA C4-type domain-containing protein,Salt tolerance,Contextual
SNE23_27580,Fic family protein,Salt tolerance,Contextual
SNE23_16585,SecY-interacting protein Syd,Salt tolerance,Contextual
SNE23_28590,HNH endonuclease,Salt tolerance,Contextual
SNE23_29565,DUF5105 domain-containing protein,Salt tolerance,Contextual
SNE23_29100,MFS transporter,Salt tolerance,Core
SNE23_29150,Non-ribosomal peptide synthetase,Salt tolerance,Contextual
SNE23_12635,Class I SAM-dependent methyltransferase (EC 2.1.1.-),Salt tolerance,Contextual
SNE23_29895,Uncharacterized protein,Salt tolerance,Contextual
SNE23_29445,Sensor domain-containing protein,Salt tolerance,Supportive
SNE23_27935,RapH N-terminal domain-containing protein,Salt tolerance,Contextual
SNE23_17455,Condensation domain-containing protein,Salt tolerance,Contextual
SNE23_29760,TetR/AcrR family transcriptional regulator,Salt tolerance,Supportive
SNE23_29200,CPBP family intramembrane glutamic endopeptidase (EC 3.4.-.-),Salt tolerance,Core
SNE23_29240,DUF4046 domain-containing protein,Salt tolerance,Contextual
SNE23_28675,Uncharacterized protein,Salt tolerance,Contextual
SNE23_29655,Metalloregulator ArsR/SmtB family transcription factor,Salt tolerance,Supportive
SNE23_29560,ABC transporter permease,Salt tolerance,Core
SNE23_29970,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28010,Uncharacterized protein,Salt tolerance,Contextual
SNE23_27765,Class I adenylate-forming enzyme family protein,Salt tolerance,Contextual
SNE23_20350,SDR family NAD(P)-dependent oxidoreductase,Salt tolerance,Contextual
SNE23_27655,Exosporium protein D,Salt tolerance,Contextual
SNE23_29335,Helix-turn-helix domain-containing protein,Salt tolerance,Contextual
SNE23_29295,Helix-turn-helix domain-containing protein,Salt tolerance,Contextual
SNE23_29785,Lytic polysaccharide monooxygenase,Salt tolerance,Contextual
SNE23_12810,Putative HNH nuclease YajD,Salt tolerance,Contextual
SNE23_29650,Saccharopine dehydrogenase,Salt tolerance,Contextual
SNE23_30295,DUF3967 domain-containing protein,Salt tolerance,Contextual
SNE23_28105,Helix-turn-helix transcriptional regulator,Salt tolerance,Supportive
SNE23_27745,Amino acid adenylation domain-containing protein,Salt tolerance,Contextual
SNE23_27855,Uncharacterized protein,Salt tolerance,Contextual
SNE23_29430,Serine hydrolase domain-containing protein (EC 3.1.1.103),Salt tolerance,Core
SNE23_29395,HBL/NHE enterotoxin family protein,Salt tolerance,Contextual
SNE23_30045,Uncharacterized protein,Salt tolerance,Contextual
SNE23_12895,Phage tail spike protein,Salt tolerance,Contextual
SNE23_27670,GNAT family protein (EC 2.-.-.-),Salt tolerance,Contextual
SNE23_28185,DsDNA nuclease domain-containing protein,Salt tolerance,Contextual
SNE23_27950,Rpn family recombination-promoting nuclease/putative transposase,Salt tolerance,Contextual
SNE23_27825,PXO1-04,Salt tolerance,Contextual
SNE23_22860,ABC transporter permease,Salt tolerance,Core
SNE23_30120,Phage protein,Salt tolerance,Contextual
SNE23_29545,TIGR00159 family protein,Salt tolerance,Contextual
SNE23_29495,Metalloregulator ArsR/SmtB family transcription factor,Salt tolerance,Supportive
SNE23_12995,Cysteine dioxygenase family protein,Salt tolerance,Contextual
SNE23_27760,Uncharacterized protein,Salt tolerance,Contextual
SNE23_27665,Mucin/carbohydrate-binding domain-containing protein,Salt tolerance,Contextual
SNE23_28045,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28275,Rap family tetratricopeptide repeat protein,Salt tolerance,Contextual
SNE23_30200,Uncharacterized protein,Salt tolerance,Contextual
xerS,Tyrosine recombinase XerS,Salt tolerance,Contextual
SNE23_27850,TIGR04197 family type VII secretion effector,Salt tolerance,Contextual
SNE23_25450,Cytokinin riboside 5'-monophosphate phosphoribohydrolase (EC 3.2.2.n1),Salt tolerance,Core
SNE23_29590,ABC transporter permease subunit,Salt tolerance,Core
SNE23_27755,Beta-ketoacyl synthase N-terminal-like domain-containing protein,Salt tolerance,Contextual
SNE23_28120,Glycosyltransferase (EC 2.4.-.-),Salt tolerance,Contextual
SNE23_28380,Group-specific protein,Salt tolerance,Contextual
SNE23_28005,PH domain-containing protein,Salt tolerance,Contextual
SNE23_29755,HXXEE domain-containing protein,Salt tolerance,Contextual
SNE23_13160,DMT family transporter,Salt tolerance,Core
SNE23_29795,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28770,PXO1-43,Salt tolerance,Contextual
SNE23_27945,5'-nucleotidase C-terminal domain-containing protein,Salt tolerance,Contextual
SNE23_29690,AzlC family ABC transporter permease,Salt tolerance,Core
SNE23_28465,M28 family metallopeptidase,Salt tolerance,Core
SNE23_28100,Helix-turn-helix transcriptional regulator,Salt tolerance,Supportive
SNE23_28210,Poly A polymerase head domain-containing protein,Salt tolerance,Contextual
SNE23_27840,T7SS effector LXG polymorphic toxin,Salt tolerance,Contextual
SNE23_27650,Exosporium leader peptide-containing protein,Salt tolerance,Contextual
SNE23_13260,DUF1992 domain-containing protein,Salt tolerance,Contextual
SNE23_29870,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28845,Type II secretion system protein GspF domain-containing protein,Salt tolerance,Contextual
SNE23_28030,Barstar family protein,Salt tolerance,Contextual
SNE23_27605,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28180,Excinuclease ABC subunit C,Salt tolerance,Contextual
SNE23_27740,Non-ribosomal peptide synthetase,Salt tolerance,Contextual
SNE23_13350,FAD-binding oxidoreductase (EC 1.-.-.-),Salt tolerance,Contextual
SNE23_28550,MFS transporter,Salt tolerance,Core
SNE23_28295,HU family DNA-binding protein,Salt tolerance,Contextual
SNE23_27940,Phr family secreted Rap phosphatase inhibitor,Salt tolerance,Contextual
SNE23_29950,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28935,Rpn family recombination-promoting nuclease/putative transposase,Salt tolerance,Contextual
SNE23_28115,Aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,Salt tolerance,Contextual
SNE23_27690,Metalloregulator ArsR/SmtB family transcription factor,Salt tolerance,Supportive
SNE23_28270,Transglutaminase-like domain-containing protein,Salt tolerance,Contextual
SNE23_27820,Double stranded beta helix domain-containing protein,Salt tolerance,Contextual
SNE23_28640,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28395,Group-specific protein,Salt tolerance,Contextual
SNE23_28015,Transposase,Salt tolerance,Contextual
SNE23_30025,DUF5514 family protein,Salt tolerance,Contextual
SNE23_29045,Lipoprotein,Salt tolerance,Contextual
SNE23_28195,Rad50/SbcC-type AAA domain-containing protein,Salt tolerance,Contextual
SNE23_27780,MarR family transcriptional regulator,Salt tolerance,Supportive
SNE23_27925,MBL fold metallo-hydrolase,Salt tolerance,Core
SNE23_13505,Lipoprotein,Salt tolerance,Contextual
SNE23_28110,Acyltransferase (EC 2.3.1.-),Salt tolerance,Contextual
SNE23_28480,Ester cyclase,Salt tolerance,Contextual
SNE23_28720,Integral membrane protein,Salt tolerance,Contextual
SNE23_29145,MFS transporter,Salt tolerance,Core
SNE23_28000,S-layer homology domain-containing protein,Salt tolerance,Contextual
SNE23_28290,Lipoprotein,Salt tolerance,Contextual
SNE23_28460,S8 family peptidase,Salt tolerance,Core
SNE23_13580,GNAT family N-acetyltransferase,Salt tolerance,Contextual
SNE23_28190,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28565,DNA/RNA helicase domain-containing protein,Salt tolerance,Contextual
SNE23_28095,Uncharacterized protein,Salt tolerance,Contextual
SNE23_29465,BlaI/MecI/CopY family transcriptional regulator,Salt tolerance,Supportive
SNE23_29235,Peptide MFS transporter,Salt tolerance,Core
SNE23_28390,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28540,Uncharacterized protein,Salt tolerance,Contextual
SNE23_13665,Septum formation initiator,Salt tolerance,Contextual
SNE23_28280,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28175,Helix-turn-helix transcriptional regulator,Salt tolerance,Supportive
SNE23_28655,Uncharacterized protein,Salt tolerance,Contextual
SNE23_29330,Glucanase (EC 3.2.1.-),Salt tolerance,Contextual
SNE23_30085,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28635,CPBP family intramembrane glutamic endopeptidase (EC 3.4.-.-),Salt tolerance,Core
SNE23_28475,Zinc metalloprotease,Salt tolerance,Core
SNE23_13745,GH25 family lysozyme,Salt tolerance,Contextual
SNE23_28385,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28060,Lactococcin 972 family bacteriocin,Salt tolerance,Contextual
SNE23_28265,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28740,Uncharacterized protein,Salt tolerance,Contextual
SNE23_29425,Serine hydrolase,Salt tolerance,Core
SNE23_28560,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28715,Replication protein,Salt tolerance,Contextual
SNE23_30165,Rap family tetratricopeptide repeat protein,Salt tolerance,Contextual
SNE23_02525,Glycosyltransferase (EC 2.4.-.-),Salt tolerance,Contextual
SNE23_28470,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28135,DUF2238 domain-containing protein,Salt tolerance,Contextual
SNE23_29455,Serine hydrolase domain-containing protein (EC 3.1.1.103),Salt tolerance,Core
SNE23_29540,TetR/AcrR family transcriptional regulator,Salt tolerance,Supportive
SNE23_30240,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28650,Nucleotidyltransferase domain-containing protein,Salt tolerance,Contextual
SNE23_27645,Uncharacterized protein,Salt tolerance,Contextual
SNE23_07125,DUF3992 domain-containing protein,Salt tolerance,Contextual
SNE23_28455,S-layer homology domain-containing protein,Salt tolerance,Contextual
SNE23_28555,ABC transporter substrate-binding protein,Salt tolerance,Core
SNE23_28230,DUF262 domain-containing HNH endonuclease family protein,Salt tolerance,Contextual
SNE23_29620,Disulfide bond formation protein B,Salt tolerance,Contextual
SNE23_29835,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28735,Uncharacterized protein,Salt tolerance,Contextual
SNE23_10240,Transmembrane protein,Salt tolerance,Contextual
SNE23_30100,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28535,CPBP family intramembrane glutamic endopeptidase (EC 3.4.-.-),Salt tolerance,Core
SNE23_28645,DUF86 domain-containing protein,Salt tolerance,Contextual
SNE23_30160,SMI1/KNR4 family protein,Salt tolerance,Contextual
SNE23_12915,Lipoprotein,Salt tolerance,Contextual
SNE23_29915,Lipoprotein,Salt tolerance,Contextual
SNE23_29745,Collagen-like protein,Salt tolerance,Contextual
SNE23_28020,Uncharacterized protein,Salt tolerance,Contextual
SNE23_30180,Group-specific protein,Salt tolerance,Contextual
SNE23_28630,Methyl-accepting chemotaxis protein,Salt tolerance,Contextual
SNE23_28415,YjcZ family sporulation protein,Salt tolerance,Contextual
SNE23_28730,Uncharacterized protein,Salt tolerance,Contextual
SNE23_30235,Uncharacterized protein,Salt tolerance,Contextual
SNE23_15755,Response regulator transcription factor,Salt tolerance,Supportive
SNE23_28710,XRE family transcriptional regulator,Salt tolerance,Supportive
SNE23_27640,TIGR04197 family type VII secretion effector,Salt tolerance,Contextual
SNE23_29990,DUF5513 family protein,Salt tolerance,Contextual
SNE23_30095,Uncharacterized protein,Salt tolerance,Contextual
SNE23_30255,Uncharacterized protein,Salt tolerance,Contextual
SNE23_29830,Uncharacterized protein,Salt tolerance,Contextual
SNE23_29665,Rid family hydrolase,Salt tolerance,Core
SNE23_16900,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28495,DsbA family protein,Salt tolerance,Contextual
SNE23_29285,Uncharacterized protein,Salt tolerance,Contextual
SNE23_30175,FunZ,Salt tolerance,Contextual
SNE23_30275,Uncharacterized protein,Salt tolerance,Contextual
SNE23_29850,ComG operon protein 7,Salt tolerance,Contextual
SNE23_29910,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28585,Uncharacterized protein,Salt tolerance,Contextual
SNE23_30075,Uncharacterized protein,Salt tolerance,Contextual
SNE23_30090,CPBP family intramembrane glutamic endopeptidase (EC 3.4.-.-),Salt tolerance,Core
SNE23_27815,Uncharacterized protein,Salt tolerance,Contextual
SNE23_29930,TrbC/VirB2 family protein,Salt tolerance,Contextual
SNE23_30250,Primase C-terminal domain-containing protein,Salt tolerance,Contextual
SNE23_29985,Uncharacterized protein,Salt tolerance,Contextual
SNE23_30155,Pre-toxin TG domain-containing protein,Salt tolerance,Contextual
SNE23_21390,DUF3929 family protein,Salt tolerance,Contextual
SNE23_28670,S8 family serine peptidase,Salt tolerance,Core
SNE23_30170,Helix-turn-helix domain-containing protein,Salt tolerance,Contextual
SNE23_30005,Uncharacterized protein,Salt tolerance,Contextual
SNE23_29845,Lipoprotein,Salt tolerance,Contextual
SNE23_27920,Sublancin immunity protein SunI-like PH domain-containing protein,Salt tolerance,Contextual
SNE23_30270,Uncharacterized protein,Salt tolerance,Contextual
SNE23_30230,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28755,CPBP family glutamic-type intramembrane protease (EC 3.4.-.-),Salt tolerance,Core
SNE23_30245,ParA family protein,Salt tolerance,Contextual
SNE23_29825,Type IV secretory system conjugative DNA transfer family protein,Salt tolerance,Contextual
SNE23_27995,LacI family DNA-binding transcriptional regulator,Salt tolerance,Supportive
SNE23_29925,Uncharacterized protein,Salt tolerance,Contextual
SNE23_29840,Uncharacterized protein,Salt tolerance,Contextual
SNE23_30040,ArdC-like ssDNA-binding domain-containing protein,Salt tolerance,Contextual
SNE23_28090,Aldo/keto reductase (EC 1.1.1.-),Salt tolerance,Contextual
SNE23_29905,"ATPase, T2SS/T4P/T4SS family",Salt tolerance,Contextual
SNE23_30000,Uncharacterized protein,Salt tolerance,Contextual
SNE23_30115,Uncharacterized protein,Salt tolerance,Contextual
SNE23_29980,Bifunctional lysozyme/C40 family peptidase,Salt tolerance,Core
SNE23_28805,PXO1-52,Salt tolerance,Contextual
SNE23_29920,DUF4320 family protein,Salt tolerance,Contextual
SNE23_28170,Helix-turn-helix domain-containing protein,Salt tolerance,Contextual
SNE23_30285,MarR family transcriptional regulator,Salt tolerance,Supportive
SNE23_30195,Type II CAAX endopeptidase family protein,Salt tolerance,Core
SNE23_30305,Sulfotransferase family protein,Salt tolerance,Contextual
SNE23_28885,YjcZ family sporulation protein,Salt tolerance,Contextual
SNE23_29995,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28260,Uncharacterized protein,Salt tolerance,Contextual
SNE23_29790,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28990,PXO1-82,Salt tolerance,Contextual
SNE23_28365,XpaF1 protein,Salt tolerance,Contextual
SNE23_30280,Uncharacterized protein,Salt tolerance,Contextual
SNE23_29865,Uncharacterized protein,Salt tolerance,Contextual
SNE23_29090,MarR family transcriptional regulator,Salt tolerance,Supportive
SNE23_28450,Phr family secreted Rap phosphatase inhibitor,Salt tolerance,Contextual
SNE23_29945,Uncharacterized protein,Salt tolerance,Contextual
SNE23_29190,TetR/AcrR family transcriptional regulator,Salt tolerance,Supportive
SNE23_28530,Helix-turn-helix transcriptional regulator,Salt tolerance,Supportive
SNE23_30020,DUF5514 family protein,Salt tolerance,Contextual
SNE23_29280,LacI family transcriptional regulator,Salt tolerance,Supportive
SNE23_28625,Alpha/beta-type small acid-soluble spore protein,Salt tolerance,Contextual
SNE23_29375,GntR family transcriptional regulator,Salt tolerance,Supportive
SNE23_28700,S8 family peptidase (EC 3.4.-.-),Salt tolerance,Core
SNE23_29480,Recombinase family protein,Salt tolerance,Contextual
SNE23_29000,Type II CAAX endopeptidase family protein,Salt tolerance,Core
SNE23_30070,Uncharacterized protein,Salt tolerance,Contextual
SNE23_29680,Amino acid permease,Salt tolerance,Core
SNE23_30150,Recombinase family protein,Salt tolerance,Contextual
SNE23_27585,RNA-guided endonuclease TnpB family protein,Salt tolerance,Contextual
